Batch_Name	Plate_Name	Well_Count	Images_per_site	Sites_per_well_Median	Sites_per_well_mad
2013_10_11_SIGMA2_Pilot	41744	382	5	9	0.005
2013_10_11_SIGMA2_Pilot	41754	384	5	9	0.000
2013_10_11_SIGMA2_Pilot	41755	384	5	9	0.000
2013_10_11_SIGMA2_Pilot	41756	384	5	9	0.000
2013_10_11_SIGMA2_Pilot	41757	384	5	9	0.000
